"Plot Title: 9748708 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Detached()","Coupler Attached()","Host Connected()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,23.112,Logged,,,,
2,06/21/10 06:00:00 PM,23.593,,,,,
3,06/21/10 07:00:00 PM,24.702,,,,,
4,06/21/10 08:00:00 PM,24.944,,,,,
5,06/21/10 09:00:00 PM,24.968,,,,,
6,06/21/10 10:00:00 PM,24.944,,,,,
7,06/21/10 11:00:00 PM,24.895,,,,,
8,06/22/10 12:00:00 AM,24.968,,,,,
9,06/22/10 01:00:00 AM,24.968,,,,,
10,06/22/10 02:00:00 AM,24.968,,,,,
11,06/22/10 03:00:00 AM,24.968,,,,,
12,06/22/10 04:00:00 AM,24.968,,,,,
13,06/22/10 05:00:00 AM,24.968,,,,,
14,06/22/10 06:00:00 AM,24.895,,,,,
15,06/22/10 07:00:00 AM,24.944,,,,,
16,06/22/10 08:00:00 AM,24.968,,,,,
17,06/22/10 09:00:00 AM,25.186,,,,,
18,06/22/10 10:00:00 AM,25.040,,,,,
19,06/22/10 11:00:00 AM,24.944,,,,,
20,06/22/10 12:00:00 PM,24.944,,,,,
21,06/22/10 01:00:00 PM,24.919,,,,,
22,06/22/10 02:00:00 PM,24.968,,,,,
23,06/22/10 03:00:00 PM,24.992,,,,,
24,06/22/10 04:00:00 PM,25.016,,,,,
25,06/22/10 05:00:00 PM,24.944,,,,,
26,06/22/10 06:00:00 PM,25.040,,,,,
27,06/22/10 07:00:00 PM,24.992,,,,,
28,06/22/10 08:00:00 PM,24.944,,,,,
29,06/22/10 09:00:00 PM,24.968,,,,,
30,06/22/10 10:00:00 PM,24.968,,,,,
31,06/22/10 11:00:00 PM,24.944,,,,,
32,06/23/10 12:00:00 AM,24.919,,,,,
33,06/23/10 01:00:00 AM,24.944,,,,,
34,06/23/10 02:00:00 AM,24.944,,,,,
35,06/23/10 03:00:00 AM,24.944,,,,,
36,06/23/10 04:00:00 AM,24.968,,,,,
37,06/23/10 05:00:00 AM,24.944,,,,,
38,06/23/10 06:00:00 AM,24.968,,,,,
39,06/23/10 07:00:00 AM,24.968,,,,,
40,06/23/10 08:00:00 AM,24.944,,,,,
41,06/23/10 09:00:00 AM,24.944,,,,,
42,06/23/10 10:00:00 AM,25.040,,,,,
43,06/23/10 11:00:00 AM,24.944,,,,,
44,06/23/10 12:00:00 PM,24.944,,,,,
45,06/23/10 01:00:00 PM,24.944,,,,,
46,06/23/10 02:00:00 PM,24.992,,,,,
47,06/23/10 03:00:00 PM,24.968,,,,,
48,06/23/10 04:00:00 PM,24.992,,,,,
49,06/23/10 05:00:00 PM,24.944,,,,,
50,06/23/10 06:00:00 PM,25.016,,,,,
51,06/23/10 07:00:00 PM,24.992,,,,,
52,06/23/10 08:00:00 PM,24.944,,,,,
53,06/23/10 09:00:00 PM,24.944,,,,,
54,06/23/10 10:00:00 PM,24.919,,,,,
