"Plot Title: 1257328 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Detached()","Coupler Attached()","Host Connected()","Stopped()","End Of File()"
1,06/24/10 08:00:00 PM,29.015,Logged,,,,
2,06/24/10 09:00:00 PM,29.040,,,,,
3,06/24/10 10:00:00 PM,28.916,,,,,
4,06/24/10 11:00:00 PM,28.766,,,,,
5,06/25/10 12:00:00 AM,28.866,,,,,
6,06/25/10 01:00:00 AM,28.692,,,,,
7,06/25/10 02:00:00 AM,28.717,,,,,
8,06/25/10 03:00:00 AM,28.742,,,,,
9,06/25/10 04:00:00 AM,28.717,,,,,
10,06/25/10 05:00:00 AM,28.717,,,,,
11,06/25/10 06:00:00 AM,28.791,,,,,
12,06/25/10 07:00:00 AM,28.841,,,,,
13,06/25/10 08:00:00 AM,29.165,,,,,
14,06/25/10 09:00:00 AM,28.941,,,,,
15,06/25/10 10:00:00 AM,29.015,,,,,
16,06/25/10 11:00:00 AM,28.941,,,,,
17,06/25/10 12:00:00 PM,29.015,,,,,
18,06/25/10 01:00:00 PM,28.916,,,,,
19,06/25/10 02:00:00 PM,28.891,,,,,
20,06/25/10 03:00:00 PM,28.990,,,,,
21,06/25/10 04:00:00 PM,28.941,,,,,
22,06/25/10 05:00:00 PM,28.965,,,,,
23,06/25/10 06:00:00 PM,28.990,,,,,
24,06/25/10 07:00:00 PM,29.015,,,,,
25,06/25/10 08:00:00 PM,28.916,,,,,
26,06/25/10 09:00:00 PM,29.040,,,,,
27,06/25/10 10:00:00 PM,29.065,,,,,
28,06/25/10 11:00:00 PM,29.015,,,,,
29,06/26/10 12:00:00 AM,28.941,,,,,
30,06/26/10 01:00:00 AM,28.841,,,,,
31,06/26/10 02:00:00 AM,28.766,,,,,
32,06/26/10 03:00:00 AM,28.692,,,,,
33,06/26/10 04:00:00 AM,28.816,,,,,
34,06/26/10 05:00:00 AM,28.667,,,,,
35,06/26/10 06:00:00 AM,28.791,,,,,
36,06/26/10 07:00:00 AM,28.866,,,,,
37,06/26/10 08:00:00 AM,29.240,,,,,
38,06/26/10 09:00:00 AM,29.040,,,,,
39,06/26/10 10:00:00 AM,28.866,,,,,
40,06/26/10 11:00:00 AM,28.891,,,,,
41,06/26/10 12:00:00 PM,29.040,,,,,
42,06/26/10 01:00:00 PM,28.941,,,,,
43,06/26/10 02:00:00 PM,29.015,,,,,
44,06/26/10 03:00:00 PM,29.015,,,,,
45,06/26/10 04:00:00 PM,28.990,,,,,
46,06/26/10 05:00:00 PM,28.841,,,,,
47,06/26/10 06:00:00 PM,28.916,,,,,
48,06/26/10 07:00:00 PM,28.965,,,,,
49,06/26/10 08:00:00 PM,29.015,,,,,
50,06/26/10 09:00:00 PM,29.040,,,,,
51,06/26/10 10:00:00 PM,28.965,,,,,
52,06/26/10 11:00:00 PM,29.015,,,,,
53,06/27/10 12:00:00 AM,28.866,,,,,
54,06/27/10 01:00:00 AM,28.742,,,,,
55,06/27/10 02:00:00 AM,28.791,,,,,
56,06/27/10 03:00:00 AM,28.791,,,,,
57,06/27/10 04:00:00 AM,28.816,,,,,
58,06/27/10 05:00:00 AM,28.791,,,,,
59,06/27/10 06:00:00 AM,28.742,,,,,
60,06/27/10 07:00:00 AM,28.692,,,,,
61,06/27/10 08:00:00 AM,29.140,,,,,
62,06/27/10 09:00:00 AM,29.090,,,,,
63,06/27/10 10:00:00 AM,28.866,,,,,
64,06/27/10 11:00:00 AM,29.040,,,,,
65,06/27/10 12:00:00 PM,28.841,,,,,
66,06/27/10 01:00:00 PM,29.040,,,,,
67,06/27/10 02:00:00 PM,29.040,,,,,
68,06/27/10 03:00:00 PM,29.090,,,,,
69,06/27/10 04:00:00 PM,28.941,,,,,
70,06/27/10 05:00:00 PM,28.891,,,,,
71,06/27/10 06:00:00 PM,24.605,,,,,
72,06/27/10 06:04:56 PM,,,Logged,Logged,,
73,06/27/10 06:05:44 PM,,Logged,,,,
74,06/27/10 07:00:00 PM,28.841,,,,,
75,06/27/10 08:00:00 PM,29.040,,,,,
76,06/27/10 09:00:00 PM,29.015,,,,,
77,06/27/10 10:00:00 PM,28.891,,,,,
78,06/27/10 11:00:00 PM,28.766,,,,,
79,06/28/10 12:00:00 AM,28.766,,,,,
80,06/28/10 01:00:00 AM,28.766,,,,,
81,06/28/10 02:00:00 AM,28.742,,,,,
82,06/28/10 03:00:00 AM,28.717,,,,,
83,06/28/10 04:00:00 AM,28.667,,,,,
84,06/28/10 05:00:00 AM,28.866,,,,,
85,06/28/10 06:00:00 AM,28.791,,,,,
86,06/28/10 07:00:00 AM,28.742,,,,,
87,06/28/10 08:00:00 AM,29.165,,,,,
88,06/28/10 09:00:00 AM,29.065,,,,,
89,06/28/10 10:00:00 AM,28.990,,,,,
90,06/28/10 11:00:00 AM,28.916,,,,,
91,06/28/10 12:00:00 PM,29.015,,,,,
92,06/28/10 01:00:00 PM,28.941,,,,,
93,06/28/10 02:00:00 PM,29.015,,,,,
94,06/28/10 03:00:00 PM,29.015,,,,,
95,06/28/10 04:00:00 PM,28.941,,,,,
96,06/28/10 05:00:00 PM,28.990,,,,,
97,06/28/10 06:00:00 PM,28.990,,,,,
98,06/28/10 07:00:00 PM,28.990,,,,,
99,06/28/10 08:00:00 PM,28.891,,,,,
100,06/28/10 09:00:00 PM,28.941,,,,,
101,06/28/10 10:00:00 PM,28.816,,,,,
102,06/28/10 11:00:00 PM,28.866,,,,,
103,06/29/10 12:00:00 AM,28.667,,,,,
104,06/29/10 01:00:00 AM,28.692,,,,,
105,06/29/10 02:00:00 AM,28.692,,,,,
106,06/29/10 03:00:00 AM,28.667,,,,,
107,06/29/10 04:00:00 AM,28.791,,,,,
108,06/29/10 05:00:00 AM,28.891,,,,,
109,06/29/10 06:00:00 AM,28.891,,,,,
110,06/29/10 07:00:00 AM,28.891,,,,,
111,06/29/10 08:00:00 AM,29.190,,,,,
112,06/29/10 09:00:00 AM,28.916,,,,,
113,06/29/10 10:00:00 AM,28.916,,,,,
114,06/29/10 11:00:00 AM,28.916,,,,,
115,06/29/10 12:00:00 PM,28.965,,,,,
116,06/29/10 01:00:00 PM,28.841,,,,,
117,06/29/10 02:00:00 PM,28.990,,,,,
118,06/29/10 03:00:00 PM,28.891,,,,,
119,06/29/10 04:00:00 PM,29.040,,,,,
120,06/29/10 05:00:00 PM,29.015,,,,,
121,06/29/10 06:00:00 PM,28.941,,,,,
122,06/29/10 07:00:00 PM,28.990,,,,,
123,06/29/10 08:00:00 PM,28.990,,,,,
124,06/29/10 09:00:00 PM,28.916,,,,,
125,06/29/10 10:00:00 PM,28.717,,,,,
126,06/29/10 11:00:00 PM,28.518,,,,,
127,06/30/10 12:00:00 AM,28.345,,,,,
128,06/30/10 01:00:00 AM,28.245,,,,,
129,06/30/10 02:00:00 AM,28.171,,,,,
130,06/30/10 03:00:00 AM,28.295,,,,,
131,06/30/10 04:00:00 AM,28.196,,,,,
132,06/30/10 05:00:00 AM,28.295,,,,,
133,06/30/10 06:00:00 AM,28.394,,,,,
134,06/30/10 07:00:00 AM,28.245,,,,,
135,06/30/10 08:00:00 AM,28.692,,,,,
136,06/30/10 09:00:00 AM,29.090,,,,,
137,06/30/10 10:00:00 AM,28.965,,,,,
138,06/30/10 11:00:00 AM,28.941,,,,,
139,06/30/10 12:00:00 PM,28.891,,,,,
140,06/30/10 01:00:00 PM,28.916,,,,,
141,06/30/10 02:00:00 PM,28.941,,,,,
142,06/30/10 03:00:00 PM,28.891,,,,,
143,06/30/10 04:00:00 PM,28.866,,,,,
144,06/30/10 05:00:00 PM,28.891,,,,,
145,06/30/10 06:00:00 PM,28.816,,,,,
146,06/30/10 07:00:00 PM,28.866,,,,,
147,06/30/10 08:00:00 PM,29.015,,,,,
148,06/30/10 09:00:00 PM,28.891,,,,,
149,06/30/10 10:00:00 PM,29.065,,,,,
150,06/30/10 11:00:00 PM,29.015,,,,,
151,07/01/10 12:00:00 AM,28.816,,,,,
152,07/01/10 01:00:00 AM,28.667,,,,,
153,07/01/10 02:00:00 AM,28.543,,,,,
154,07/01/10 03:00:00 AM,28.468,,,,,
155,07/01/10 04:00:00 AM,28.394,,,,,
156,07/01/10 05:00:00 AM,28.345,,,,,
157,07/01/10 06:00:00 AM,28.270,,,,,
158,07/01/10 07:00:00 AM,28.171,,,,,
159,07/01/10 08:00:00 AM,28.816,,,,,
160,07/01/10 09:00:00 AM,29.115,,,,,
161,07/01/10 10:00:00 AM,29.015,,,,,
162,07/01/10 11:00:00 AM,28.965,,,,,
163,07/01/10 12:00:00 PM,28.816,,,,,
164,07/01/10 01:00:00 PM,28.916,,,,,
165,07/01/10 02:00:00 PM,28.941,,,,,
166,07/01/10 03:00:00 PM,28.891,,,,,
167,07/01/10 04:00:00 PM,28.841,,,,,
168,07/01/10 05:00:00 PM,29.015,,,,,
169,07/01/10 06:00:00 PM,28.916,,,,,
170,07/01/10 07:00:00 PM,28.816,,,,,
171,07/01/10 08:00:00 PM,28.791,,,,,
172,07/01/10 09:00:00 PM,29.015,,,,,
173,07/01/10 10:00:00 PM,29.040,,,,,
174,07/01/10 11:00:00 PM,28.965,,,,,
175,07/02/10 12:00:00 AM,28.916,,,,,
176,07/02/10 01:00:00 AM,28.866,,,,,
177,07/02/10 02:00:00 AM,28.791,,,,,
178,07/02/10 03:00:00 AM,28.742,,,,,
179,07/02/10 04:00:00 AM,28.717,,,,,
180,07/02/10 05:00:00 AM,28.717,,,,,
181,07/02/10 06:00:00 AM,28.717,,,,,
182,07/02/10 07:00:00 AM,28.717,,,,,
183,07/02/10 08:00:00 AM,29.215,,,,,
184,07/02/10 09:00:00 AM,28.866,,,,,
185,07/02/10 10:00:00 AM,28.990,,,,,
186,07/02/10 11:00:00 AM,28.990,,,,,
187,07/02/10 12:00:00 PM,28.816,,,,,
188,07/02/10 01:00:00 PM,28.866,,,,,
189,07/02/10 02:00:00 PM,28.965,,,,,
190,07/02/10 03:00:00 PM,28.916,,,,,
191,07/02/10 04:00:00 PM,29.040,,,,,
192,07/02/10 05:00:00 PM,28.866,,,,,
193,07/02/10 06:00:00 PM,28.866,,,,,
194,07/02/10 07:00:00 PM,28.866,,,,,
195,07/02/10 08:00:00 PM,28.965,,,,,
196,07/02/10 09:00:00 PM,29.090,,,,,
197,07/02/10 10:00:00 PM,29.090,,,,,
198,07/02/10 11:00:00 PM,29.165,,,,,
199,07/03/10 12:00:00 AM,29.090,,,,,
200,07/03/10 01:00:00 AM,29.040,,,,,
201,07/03/10 02:00:00 AM,28.965,,,,,
202,07/03/10 03:00:00 AM,28.916,,,,,
203,07/03/10 04:00:00 AM,28.866,,,,,
204,07/03/10 05:00:00 AM,28.841,,,,,
205,07/03/10 06:00:00 AM,28.791,,,,,
206,07/03/10 07:00:00 AM,28.766,,,,,
207,07/03/10 08:00:00 AM,29.265,,,,,
208,07/03/10 09:00:00 AM,28.965,,,,,
209,07/03/10 10:00:00 AM,29.040,,,,,
210,07/03/10 11:00:00 AM,29.040,,,,,
211,07/03/10 12:00:00 PM,28.990,,,,,
212,07/03/10 01:00:00 PM,28.965,,,,,
213,07/03/10 02:00:00 PM,29.015,,,,,
214,07/03/10 03:00:00 PM,29.015,,,,,
215,07/03/10 04:00:00 PM,28.891,,,,,
216,07/03/10 05:00:00 PM,28.990,,,,,
217,07/03/10 06:00:00 PM,28.990,,,,,
218,07/03/10 07:00:00 PM,29.015,,,,,
219,07/03/10 08:00:00 PM,28.941,,,,,
220,07/03/10 09:00:00 PM,29.015,,,,,
221,07/03/10 10:00:00 PM,20.913,,,,,
222,07/03/10 10:18:20 PM,,,Logged,Logged,,
223,07/03/10 10:18:29 PM,,,,,Logged,Logged
