"Plot Title: 9748709 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Detached()","Coupler Attached()","Host Connected()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,23.978,Logged,,,,
2,06/21/10 06:00:00 PM,23.472,,,,,
3,06/21/10 07:00:00 PM,24.653,,,,,
4,06/21/10 08:00:00 PM,25.065,,,,,
5,06/21/10 09:00:00 PM,25.137,,,,,
6,06/21/10 10:00:00 PM,25.307,,,,,
7,06/21/10 11:00:00 PM,24.895,,,,,
8,06/22/10 12:00:00 AM,25.065,,,,,
9,06/22/10 01:00:00 AM,25.040,,,,,
10,06/22/10 02:00:00 AM,24.992,,,,,
11,06/22/10 03:00:00 AM,25.186,,,,,
12,06/22/10 04:00:00 AM,25.258,,,,,
13,06/22/10 05:00:00 AM,25.283,,,,,
14,06/22/10 06:00:00 AM,25.380,,,,,
15,06/22/10 07:00:00 AM,25.380,,,,,
16,06/22/10 08:00:00 AM,25.089,,,,,
17,06/22/10 09:00:00 AM,25.113,,,,,
18,06/22/10 10:00:00 AM,24.944,,,,,
19,06/22/10 11:00:00 AM,24.750,,,,,
20,06/22/10 12:00:00 PM,25.065,,,,,
21,06/22/10 01:00:00 PM,27.161,,,,,
22,06/22/10 02:00:00 PM,24.944,,,,,
23,06/22/10 03:00:00 PM,24.291,,,,,
24,06/22/10 04:00:00 PM,24.919,,,,,
25,06/22/10 05:00:00 PM,24.823,,,,,
26,06/22/10 06:00:00 PM,24.436,,,,,
27,06/22/10 07:00:00 PM,24.895,,,,,
28,06/22/10 08:00:00 PM,24.557,,,,,
29,06/22/10 09:00:00 PM,24.532,,,,,
30,06/22/10 10:00:00 PM,25.016,,,,,
31,06/22/10 11:00:00 PM,25.283,,,,,
32,06/23/10 12:00:00 AM,25.331,,,,,
33,06/23/10 01:00:00 AM,24.919,,,,,
34,06/23/10 02:00:00 AM,24.750,,,,,
35,06/23/10 03:00:00 AM,24.871,,,,,
36,06/23/10 04:00:00 AM,24.968,,,,,
37,06/23/10 05:00:00 AM,24.968,,,,,
38,06/23/10 06:00:00 AM,25.089,,,,,
39,06/23/10 07:00:00 AM,25.137,,,,,
40,06/23/10 08:00:00 AM,25.307,,,,,
41,06/23/10 09:00:00 AM,25.186,,,,,
42,06/23/10 10:00:00 AM,24.484,,,,,
43,06/23/10 11:00:00 AM,25.162,,,,,
44,06/23/10 12:00:00 PM,24.508,,,,,
45,06/23/10 01:00:00 PM,25.016,,,,,
46,06/23/10 02:00:00 PM,24.557,,,,,
47,06/23/10 03:00:00 PM,25.137,,,,,
48,06/23/10 04:00:00 PM,24.605,,,,,
49,06/23/10 05:00:00 PM,24.992,,,,,
50,06/23/10 06:00:00 PM,24.919,,,,,
51,06/23/10 07:00:00 PM,24.677,,,,,
52,06/23/10 08:00:00 PM,24.919,,,,,
53,06/23/10 09:00:00 PM,24.968,,,,,
54,06/23/10 10:00:00 PM,25.040,,,,,
55,06/23/10 11:00:00 PM,24.653,,,,,
56,06/24/10 12:00:00 AM,24.895,,,,,
57,06/24/10 01:00:00 AM,25.065,,,,,
58,06/24/10 02:00:00 AM,25.162,,,,,
59,06/24/10 03:00:00 AM,25.234,,,,,
60,06/24/10 04:00:00 AM,24.653,,,,,
61,06/24/10 05:00:00 AM,24.871,,,,,
62,06/24/10 06:00:00 AM,24.944,,,,,
63,06/24/10 07:00:00 AM,25.089,,,,,
64,06/24/10 08:00:00 AM,24.968,,,,,
65,06/24/10 09:00:00 AM,25.065,,,,,
66,06/24/10 10:00:00 AM,24.798,,,,,
67,06/24/10 11:00:00 AM,24.436,,,,,
68,06/24/10 12:00:00 PM,24.847,,,,,
69,06/24/10 01:00:00 PM,24.339,,,,,
70,06/24/10 02:00:00 PM,25.234,,,,,
71,06/24/10 03:00:00 PM,24.460,,,,,
72,06/24/10 04:00:00 PM,24.992,,,,,
73,06/24/10 05:00:00 PM,24.944,,,,,
74,06/24/10 06:00:00 PM,25.939,,,,,
75,06/24/10 06:38:00 PM,,,Logged,,,
76,06/24/10 06:38:01 PM,,,,Logged,,
77,06/24/10 06:39:43 PM,,Logged,,,,
78,06/24/10 07:00:00 PM,24.968,,,,,
79,06/24/10 08:00:00 PM,24.798,,,,,
80,06/24/10 09:00:00 PM,25.016,,,,,
81,06/24/10 10:00:00 PM,24.823,,,,,
82,06/24/10 11:00:00 PM,24.944,,,,,
83,06/25/10 12:00:00 AM,25.089,,,,,
84,06/25/10 01:00:00 AM,25.089,,,,,
85,06/25/10 02:00:00 AM,25.137,,,,,
86,06/25/10 03:00:00 AM,25.137,,,,,
87,06/25/10 04:00:00 AM,25.016,,,,,
88,06/25/10 05:00:00 AM,25.040,,,,,
89,06/25/10 06:00:00 AM,25.040,,,,,
90,06/25/10 07:00:00 AM,24.919,,,,,
91,06/25/10 08:00:00 AM,25.283,,,,,
92,06/25/10 09:00:00 AM,24.581,,,,,
93,06/25/10 10:00:00 AM,24.798,,,,,
94,06/25/10 11:00:00 AM,24.944,,,,,
95,06/25/10 12:00:00 PM,24.847,,,,,
96,06/25/10 01:00:00 PM,24.605,,,,,
97,06/25/10 02:00:00 PM,25.016,,,,,
98,06/25/10 03:00:00 PM,24.871,,,,,
99,06/25/10 04:00:00 PM,24.460,,,,,
100,06/25/10 05:00:00 PM,25.137,,,,,
101,06/25/10 06:00:00 PM,24.460,,,,,
102,06/25/10 07:00:00 PM,24.823,,,,,
103,06/25/10 08:00:00 PM,24.968,,,,,
104,06/25/10 09:00:00 PM,25.089,,,,,
105,06/25/10 10:00:00 PM,24.992,,,,,
106,06/25/10 11:00:00 PM,24.774,,,,,
107,06/26/10 12:00:00 AM,25.016,,,,,
108,06/26/10 01:00:00 AM,25.113,,,,,
109,06/26/10 02:00:00 AM,25.210,,,,,
110,06/26/10 03:00:00 AM,25.331,,,,,
111,06/26/10 04:00:00 AM,25.137,,,,,
112,06/26/10 05:00:00 AM,24.919,,,,,
113,06/26/10 06:00:00 AM,24.919,,,,,
114,06/26/10 07:00:00 AM,24.702,,,,,
115,06/26/10 08:00:00 AM,25.016,,,,,
116,06/26/10 09:00:00 AM,24.847,,,,,
117,06/26/10 10:00:00 AM,25.040,,,,,
118,06/26/10 11:00:00 AM,24.605,,,,,
119,06/26/10 12:00:00 PM,25.016,,,,,
120,06/26/10 01:00:00 PM,24.774,,,,,
121,06/26/10 02:00:00 PM,24.677,,,,,
122,06/26/10 03:00:00 PM,24.992,,,,,
123,06/26/10 04:00:00 PM,24.629,,,,,
124,06/26/10 05:00:00 PM,25.016,,,,,
125,06/26/10 06:00:00 PM,24.871,,,,,
126,06/26/10 07:00:00 PM,25.428,,,,,
127,06/26/10 08:00:00 PM,25.040,,,,,
128,06/26/10 09:00:00 PM,25.331,,,,,
129,06/26/10 10:00:00 PM,25.355,,,,,
130,06/26/10 11:00:00 PM,24.968,,,,,
131,06/27/10 12:00:00 AM,25.065,,,,,
132,06/27/10 01:00:00 AM,25.089,,,,,
133,06/27/10 02:00:00 AM,25.647,,,,,
134,06/27/10 03:00:00 AM,25.574,,,,,
135,06/27/10 04:00:00 AM,25.380,,,,,
136,06/27/10 05:00:00 AM,25.186,,,,,
137,06/27/10 06:00:00 AM,25.671,,,,,
138,06/27/10 07:00:00 AM,25.550,,,,,
139,06/27/10 08:00:00 AM,25.574,,,,,
140,06/27/10 09:00:00 AM,24.798,,,,,
141,06/27/10 10:00:00 AM,25.404,,,,,
142,06/27/10 11:00:00 AM,25.307,,,,,
143,06/27/10 12:00:00 PM,24.871,,,,,
144,06/27/10 01:00:00 PM,24.847,,,,,
145,06/27/10 02:00:00 PM,25.234,,,,,
146,06/27/10 03:00:00 PM,25.355,,,,,
147,06/27/10 04:00:00 PM,24.726,,,,,
148,06/27/10 05:00:00 PM,25.162,,,,,
149,06/27/10 06:00:00 PM,25.283,,,,,
150,06/27/10 06:07:51 PM,,,Logged,Logged,,
151,06/27/10 06:08:37 PM,,Logged,,,,
152,06/27/10 07:00:00 PM,25.162,,,,,
153,06/27/10 08:00:00 PM,25.065,,,,,
154,06/27/10 09:00:00 PM,25.380,,,,,
155,06/27/10 10:00:00 PM,25.404,,,,,
156,06/27/10 11:00:00 PM,25.307,,,,,
157,06/28/10 12:00:00 AM,25.234,,,,,
158,06/28/10 01:00:00 AM,25.089,,,,,
159,06/28/10 02:00:00 AM,25.671,,,,,
160,06/28/10 03:00:00 AM,25.525,,,,,
161,06/28/10 04:00:00 AM,25.283,,,,,
162,06/28/10 05:00:00 AM,25.040,,,,,
163,06/28/10 06:00:00 AM,25.574,,,,,
164,06/28/10 07:00:00 AM,25.428,,,,,
165,06/28/10 08:00:00 AM,25.525,,,,,
166,06/28/10 09:00:00 AM,24.895,,,,,
167,06/28/10 10:00:00 AM,25.453,,,,,
168,06/28/10 11:00:00 AM,24.823,,,,,
169,06/28/10 12:00:00 PM,25.162,,,,,
170,06/28/10 01:00:00 PM,25.283,,,,,
171,06/28/10 02:00:00 PM,25.016,,,,,
172,06/28/10 03:00:00 PM,25.283,,,,,
173,06/28/10 04:00:00 PM,25.040,,,,,
174,06/28/10 05:00:00 PM,25.283,,,,,
175,06/28/10 06:00:00 PM,25.283,,,,,
176,06/28/10 07:00:00 PM,24.847,,,,,
177,06/28/10 08:00:00 PM,26.353,,,,,
178,06/28/10 09:00:00 PM,25.404,,,,,
179,06/28/10 10:00:00 PM,25.550,,,,,
180,06/28/10 11:00:00 PM,25.550,,,,,
181,06/29/10 12:00:00 AM,25.453,,,,,
182,06/29/10 01:00:00 AM,25.258,,,,,
183,06/29/10 02:00:00 AM,25.186,,,,,
184,06/29/10 03:00:00 AM,25.040,,,,,
185,06/29/10 04:00:00 AM,25.623,,,,,
186,06/29/10 05:00:00 AM,25.477,,,,,
187,06/29/10 06:00:00 AM,25.283,,,,,
188,06/29/10 07:00:00 AM,25.113,,,,,
189,06/29/10 08:00:00 AM,25.258,,,,,
190,06/29/10 09:00:00 AM,25.283,,,,,
191,06/29/10 10:00:00 AM,25.137,,,,,
192,06/29/10 11:00:00 AM,24.774,,,,,
193,06/29/10 12:00:00 PM,25.550,,,,,
194,06/29/10 01:00:00 PM,24.968,,,,,
195,06/29/10 02:00:00 PM,25.307,,,,,
196,06/29/10 03:00:00 PM,24.944,,,,,
197,06/29/10 04:00:00 PM,25.331,,,,,
198,06/29/10 05:00:00 PM,24.895,,,,,
199,06/29/10 06:00:00 PM,24.992,,,,,
200,06/29/10 07:00:00 PM,25.477,,,,,
201,06/29/10 08:00:00 PM,24.823,,,,,
202,06/29/10 09:00:00 PM,25.210,,,,,
203,06/29/10 10:00:00 PM,25.234,,,,,
204,06/29/10 11:00:00 PM,25.113,,,,,
205,06/30/10 12:00:00 AM,25.065,,,,,
206,06/30/10 01:00:00 AM,25.137,,,,,
207,06/30/10 02:00:00 AM,25.598,,,,,
208,06/30/10 03:00:00 AM,25.574,,,,,
209,06/30/10 04:00:00 AM,25.525,,,,,
210,06/30/10 05:00:00 AM,25.453,,,,,
211,06/30/10 06:00:00 AM,25.331,,,,,
212,06/30/10 07:00:00 AM,25.137,,,,,
213,06/30/10 08:00:00 AM,25.065,,,,,
214,06/30/10 09:00:00 AM,25.234,,,,,
215,06/30/10 10:00:00 AM,25.258,,,,,
216,06/30/10 11:00:00 AM,24.823,,,,,
217,06/30/10 12:00:00 PM,25.404,,,,,
218,06/30/10 01:00:00 PM,24.944,,,,,
219,06/30/10 02:00:00 PM,25.016,,,,,
220,06/30/10 03:00:00 PM,25.331,,,,,
221,06/30/10 04:00:00 PM,24.750,,,,,
222,06/30/10 05:00:00 PM,25.258,,,,,
223,06/30/10 06:00:00 PM,25.089,,,,,
224,06/30/10 07:00:00 PM,24.726,,,,,
225,06/30/10 08:00:00 PM,25.453,,,,,
226,06/30/10 09:00:00 PM,25.089,,,,,
