"Plot Title: 1003847 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Attached()","Host Connected()","Coupler Detached()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,24.255,,,,,
2,06/21/10 06:00:00 PM,23.966,,,,,
3,06/21/10 07:00:00 PM,24.738,,,,,
4,06/21/10 08:00:00 PM,25.513,,,,,
5,06/21/10 09:00:00 PM,24.931,,,,,
6,06/21/10 10:00:00 PM,24.931,,,,,
7,06/21/10 11:00:00 PM,24.931,,,,,
8,06/22/10 12:00:00 AM,24.931,,,,,
9,06/22/10 01:00:00 AM,24.931,,,,,
10,06/22/10 02:00:00 AM,24.931,,,,,
11,06/22/10 03:00:00 AM,24.931,,,,,
12,06/22/10 04:00:00 AM,24.931,,,,,
13,06/22/10 05:00:00 AM,24.931,,,,,
14,06/22/10 06:00:00 AM,24.931,,,,,
15,06/22/10 07:00:00 AM,24.931,,,,,
16,06/22/10 08:00:00 AM,24.931,,,,,
17,06/22/10 09:00:00 AM,25.222,,,,,
18,06/22/10 10:00:00 AM,24.931,,,,,
19,06/22/10 11:00:00 AM,25.028,,,,,
20,06/22/10 12:00:00 PM,24.931,,,,,
21,06/22/10 01:00:00 PM,24.931,,,,,
22,06/22/10 02:00:00 PM,24.931,,,,,
23,06/22/10 03:00:00 PM,24.931,,,,,
24,06/22/10 04:00:00 PM,25.028,,,,,
25,06/22/10 05:00:00 PM,25.028,,,,,
26,06/22/10 06:00:00 PM,25.028,,,,,
27,06/22/10 07:00:00 PM,25.028,,,,,
28,06/22/10 08:00:00 PM,24.931,,,,,
29,06/22/10 09:00:00 PM,24.931,,,,,
30,06/22/10 10:00:00 PM,24.931,,,,,
31,06/22/10 11:00:00 PM,24.835,,,,,
32,06/23/10 12:00:00 AM,24.835,,,,,
33,06/23/10 01:00:00 AM,24.931,,,,,
34,06/23/10 02:00:00 AM,24.835,,,,,
35,06/23/10 03:00:00 AM,24.931,,,,,
36,06/23/10 04:00:00 AM,24.931,,,,,
37,06/23/10 05:00:00 AM,24.835,,,,,
38,06/23/10 06:00:00 AM,24.931,,,,,
39,06/23/10 07:00:00 AM,24.931,,,,,
40,06/23/10 08:00:00 AM,24.931,,,,,
41,06/23/10 09:00:00 AM,24.931,,,,,
42,06/23/10 10:00:00 AM,24.931,,,,,
43,06/23/10 11:00:00 AM,25.028,,,,,
44,06/23/10 12:00:00 PM,24.931,,,,,
45,06/23/10 01:00:00 PM,25.028,,,,,
46,06/23/10 02:00:00 PM,25.028,,,,,
47,06/23/10 03:00:00 PM,25.028,,,,,
48,06/23/10 04:00:00 PM,25.028,,,,,
49,06/23/10 05:00:00 PM,25.028,,,,,
50,06/23/10 06:00:00 PM,24.931,,,,,
51,06/23/10 07:00:00 PM,24.931,,,,,
52,06/23/10 08:00:00 PM,25.513,,,,,
53,06/23/10 09:00:00 PM,24.931,,,,,
54,06/23/10 10:00:00 PM,24.931,,,,,
55,06/23/10 11:00:00 PM,24.931,,,,,
56,06/24/10 12:00:00 AM,24.931,,,,,
57,06/24/10 01:00:00 AM,24.931,,,,,
58,06/24/10 02:00:00 AM,24.931,,,,,
59,06/24/10 03:00:00 AM,24.931,,,,,
60,06/24/10 04:00:00 AM,24.931,,,,,
61,06/24/10 05:00:00 AM,24.931,,,,,
62,06/24/10 06:00:00 AM,24.931,,,,,
63,06/24/10 07:00:00 AM,24.931,,,,,
64,06/24/10 08:00:00 AM,25.028,,,,,
65,06/24/10 09:00:00 AM,25.028,,,,,
66,06/24/10 10:00:00 AM,25.028,,,,,
67,06/24/10 11:00:00 AM,25.028,,,,,
68,06/24/10 12:00:00 PM,25.028,,,,,
69,06/24/10 01:00:00 PM,25.028,,,,,
70,06/24/10 02:00:00 PM,25.028,,,,,
71,06/24/10 03:00:00 PM,25.028,,,,,
72,06/24/10 04:00:00 PM,25.028,,,,,
73,06/24/10 05:00:00 PM,25.028,,,,,
74,06/24/10 06:00:00 PM,25.125,,,,,
75,06/24/10 06:17:10 PM,,Logged,,,,
76,06/24/10 06:17:11 PM,,,Logged,,,
77,06/24/10 06:18:07 PM,,,,Logged,,
78,06/24/10 07:00:00 PM,25.028,,,,,
79,06/24/10 08:00:00 PM,24.931,,,,,
80,06/24/10 09:00:00 PM,24.931,,,,,
81,06/24/10 10:00:00 PM,24.931,,,,,
82,06/24/10 11:00:00 PM,24.931,,,,,
83,06/25/10 12:00:00 AM,24.931,,,,,
84,06/25/10 01:00:00 AM,24.931,,,,,
85,06/25/10 02:00:00 AM,24.931,,,,,
86,06/25/10 03:00:00 AM,24.931,,,,,
87,06/25/10 04:00:00 AM,24.931,,,,,
88,06/25/10 05:00:00 AM,24.931,,,,,
89,06/25/10 06:00:00 AM,24.931,,,,,
90,06/25/10 07:00:00 AM,24.931,,,,,
91,06/25/10 08:00:00 AM,24.931,,,,,
92,06/25/10 09:00:00 AM,25.028,,,,,
93,06/25/10 10:00:00 AM,25.028,,,,,
94,06/25/10 11:00:00 AM,25.028,,,,,
95,06/25/10 12:00:00 PM,24.931,,,,,
96,06/25/10 01:00:00 PM,24.931,,,,,
97,06/25/10 02:00:00 PM,24.931,,,,,
