"Plot Title: 957338 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Attached()","Host Connected()","Coupler Detached()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,24.545,,,,,
2,06/21/10 06:00:00 PM,24.641,,,,,
3,06/21/10 07:00:00 PM,25.125,,,,,
4,06/21/10 08:00:00 PM,25.125,,,,,
5,06/21/10 09:00:00 PM,25.028,,,,,
6,06/21/10 10:00:00 PM,25.222,,,,,
7,06/21/10 11:00:00 PM,25.222,,,,,
8,06/22/10 12:00:00 AM,25.222,,,,,
9,06/22/10 01:00:00 AM,25.222,,,,,
10,06/22/10 02:00:00 AM,25.222,,,,,
11,06/22/10 03:00:00 AM,25.222,,,,,
12,06/22/10 04:00:00 AM,25.222,,,,,
13,06/22/10 05:00:00 AM,25.319,,,,,
14,06/22/10 06:00:00 AM,25.319,,,,,
15,06/22/10 07:00:00 AM,25.222,,,,,
16,06/22/10 08:00:00 AM,25.028,,,,,
17,06/22/10 09:00:00 AM,25.222,,,,,
18,06/22/10 10:00:00 AM,24.835,,,,,
19,06/22/10 11:00:00 AM,24.641,,,,,
20,06/22/10 12:00:00 PM,24.738,,,,,
21,06/22/10 01:00:00 PM,24.738,,,,,
22,06/22/10 02:00:00 PM,23.966,,,,,
23,06/22/10 03:00:00 PM,23.484,,,,,
24,06/22/10 04:00:00 PM,23.196,,,,,
25,06/22/10 05:00:00 PM,23.100,,,,,
26,06/22/10 06:00:00 PM,22.621,,,,,
27,06/22/10 07:00:00 PM,23.196,,,,,
28,06/22/10 08:00:00 PM,25.222,,,,,
29,06/22/10 09:00:00 PM,25.319,,,,,
30,06/22/10 10:00:00 PM,25.319,,,,,
31,06/22/10 11:00:00 PM,25.319,,,,,
32,06/23/10 12:00:00 AM,25.222,,,,,
33,06/23/10 01:00:00 AM,25.319,,,,,
34,06/23/10 02:00:00 AM,25.319,,,,,
35,06/23/10 03:00:00 AM,25.319,,,,,
36,06/23/10 04:00:00 AM,25.319,,,,,
37,06/23/10 05:00:00 AM,25.319,,,,,
38,06/23/10 06:00:00 AM,25.319,,,,,
