"Plot Title: 1003848 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Attached()","Host Connected()","Coupler Detached()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,24.351,,,,,
2,06/21/10 06:00:00 PM,23.773,,,,,
3,06/21/10 07:00:00 PM,24.738,,,,,
4,06/21/10 08:00:00 PM,28.953,,,,,
5,06/21/10 09:00:00 PM,28.953,,,,,
6,06/21/10 10:00:00 PM,28.853,,,,,
7,06/21/10 11:00:00 PM,28.853,,,,,
8,06/22/10 12:00:00 AM,28.953,,,,,
9,06/22/10 01:00:00 AM,28.853,,,,,
10,06/22/10 02:00:00 AM,28.953,,,,,
11,06/22/10 03:00:00 AM,28.853,,,,,
12,06/22/10 04:00:00 AM,28.853,,,,,
13,06/22/10 05:00:00 AM,28.853,,,,,
14,06/22/10 06:00:00 AM,28.853,,,,,
15,06/22/10 07:00:00 AM,28.853,,,,,
16,06/22/10 08:00:00 AM,29.152,,,,,
17,06/22/10 09:00:00 AM,29.152,,,,,
18,06/22/10 10:00:00 AM,29.152,,,,,
19,06/22/10 11:00:00 AM,29.053,,,,,
20,06/22/10 12:00:00 PM,29.152,,,,,
21,06/22/10 01:00:00 PM,29.152,,,,,
22,06/22/10 02:00:00 PM,29.152,,,,,
23,06/22/10 03:00:00 PM,29.152,,,,,
24,06/22/10 04:00:00 PM,29.053,,,,,
25,06/22/10 05:00:00 PM,29.152,,,,,
26,06/22/10 06:00:00 PM,29.152,,,,,
27,06/22/10 07:00:00 PM,29.152,,,,,
28,06/22/10 08:00:00 PM,29.053,,,,,
29,06/22/10 09:00:00 PM,28.953,,,,,
30,06/22/10 10:00:00 PM,28.953,,,,,
31,06/22/10 11:00:00 PM,28.853,,,,,
32,06/23/10 12:00:00 AM,28.853,,,,,
33,06/23/10 01:00:00 AM,28.953,,,,,
34,06/23/10 02:00:00 AM,28.853,,,,,
35,06/23/10 03:00:00 AM,28.953,,,,,
36,06/23/10 04:00:00 AM,28.853,,,,,
37,06/23/10 05:00:00 AM,28.853,,,,,
38,06/23/10 06:00:00 AM,28.853,,,,,
39,06/23/10 07:00:00 AM,28.953,,,,,
40,06/23/10 08:00:00 AM,29.152,,,,,
41,06/23/10 09:00:00 AM,29.152,,,,,
42,06/23/10 10:00:00 AM,29.152,,,,,
43,06/23/10 11:00:00 AM,29.152,,,,,
44,06/23/10 12:00:00 PM,29.152,,,,,
45,06/23/10 01:00:00 PM,29.152,,,,,
46,06/23/10 02:00:00 PM,29.152,,,,,
47,06/23/10 03:00:00 PM,29.152,,,,,
48,06/23/10 04:00:00 PM,29.152,,,,,
49,06/23/10 05:00:00 PM,29.152,,,,,
50,06/23/10 06:00:00 PM,29.152,,,,,
51,06/23/10 07:00:00 PM,28.953,,,,,
52,06/23/10 08:00:00 PM,29.053,,,,,
53,06/23/10 09:00:00 PM,28.953,,,,,
54,06/23/10 10:00:00 PM,28.953,,,,,
55,06/23/10 11:00:00 PM,28.953,,,,,
56,06/24/10 12:00:00 AM,28.953,,,,,
57,06/24/10 01:00:00 AM,28.953,,,,,
58,06/24/10 02:00:00 AM,28.953,,,,,
59,06/24/10 03:00:00 AM,28.853,,,,,
60,06/24/10 04:00:00 AM,28.853,,,,,
61,06/24/10 05:00:00 AM,28.853,,,,,
62,06/24/10 06:00:00 AM,28.853,,,,,
63,06/24/10 07:00:00 AM,28.953,,,,,
64,06/24/10 08:00:00 AM,29.152,,,,,
65,06/24/10 09:00:00 AM,29.152,,,,,
66,06/24/10 10:00:00 AM,29.152,,,,,
67,06/24/10 11:00:00 AM,29.152,,,,,
68,06/24/10 12:00:00 PM,29.152,,,,,
69,06/24/10 01:00:00 PM,29.152,,,,,
70,06/24/10 02:00:00 PM,29.152,,,,,
71,06/24/10 03:00:00 PM,29.152,,,,,
72,06/24/10 04:00:00 PM,29.152,,,,,
73,06/24/10 05:00:00 PM,29.152,,,,,
74,06/24/10 06:00:00 PM,29.053,,,,,
75,06/24/10 06:18:20 PM,,Logged,Logged,,,
76,06/24/10 06:19:08 PM,,,,Logged,,
77,06/24/10 07:00:00 PM,29.152,,,,,
78,06/24/10 08:00:00 PM,29.053,,,,,
79,06/24/10 09:00:00 PM,28.953,,,,,
80,06/24/10 10:00:00 PM,28.853,,,,,
81,06/24/10 11:00:00 PM,28.853,,,,,
82,06/25/10 12:00:00 AM,28.853,,,,,
83,06/25/10 01:00:00 AM,28.853,,,,,
84,06/25/10 02:00:00 AM,28.853,,,,,
85,06/25/10 03:00:00 AM,28.853,,,,,
86,06/25/10 04:00:00 AM,28.853,,,,,
87,06/25/10 05:00:00 AM,28.953,,,,,
88,06/25/10 06:00:00 AM,28.953,,,,,
89,06/25/10 07:00:00 AM,28.853,,,,,
90,06/25/10 08:00:00 AM,29.152,,,,,
91,06/25/10 09:00:00 AM,29.152,,,,,
92,06/25/10 10:00:00 AM,29.053,,,,,
93,06/25/10 11:00:00 AM,29.053,,,,,
94,06/25/10 12:00:00 PM,29.152,,,,,
95,06/25/10 01:00:00 PM,29.053,,,,,
96,06/25/10 02:00:00 PM,29.053,,,,,
97,06/25/10 03:00:00 PM,29.053,,,,,
98,06/25/10 04:00:00 PM,29.053,,,,,
99,06/25/10 05:00:00 PM,29.053,,,,,
100,06/25/10 06:00:00 PM,29.053,,,,,
101,06/25/10 07:00:00 PM,29.053,,,,,
102,06/25/10 08:00:00 PM,28.953,,,,,
103,06/25/10 09:00:00 PM,29.053,,,,,
104,06/25/10 10:00:00 PM,29.053,,,,,
105,06/25/10 11:00:00 PM,28.953,,,,,
106,06/26/10 12:00:00 AM,28.953,,,,,
107,06/26/10 01:00:00 AM,28.853,,,,,
108,06/26/10 02:00:00 AM,28.853,,,,,
109,06/26/10 03:00:00 AM,28.853,,,,,
110,06/26/10 04:00:00 AM,28.853,,,,,
111,06/26/10 05:00:00 AM,28.953,,,,,
112,06/26/10 06:00:00 AM,28.853,,,,,
113,06/26/10 07:00:00 AM,28.853,,,,,
114,06/26/10 08:00:00 AM,29.053,,,,,
115,06/26/10 09:00:00 AM,29.152,,,,,
116,06/26/10 10:00:00 AM,29.053,,,,,
117,06/26/10 11:00:00 AM,29.152,,,,,
118,06/26/10 12:00:00 PM,29.053,,,,,
119,06/26/10 01:00:00 PM,29.053,,,,,
120,06/26/10 02:00:00 PM,29.152,,,,,
121,06/26/10 03:00:00 PM,29.053,,,,,
122,06/26/10 04:00:00 PM,29.053,,,,,
123,06/26/10 05:00:00 PM,29.053,,,,,
124,06/26/10 06:00:00 PM,29.053,,,,,
125,06/26/10 07:00:00 PM,29.053,,,,,
126,06/26/10 08:00:00 PM,29.053,,,,,
127,06/26/10 09:00:00 PM,28.953,,,,,
128,06/26/10 10:00:00 PM,28.953,,,,,
129,06/26/10 11:00:00 PM,28.953,,,,,
130,06/27/10 12:00:00 AM,28.953,,,,,
131,06/27/10 01:00:00 AM,28.853,,,,,
132,06/27/10 02:00:00 AM,28.853,,,,,
133,06/27/10 03:00:00 AM,28.853,,,,,
134,06/27/10 04:00:00 AM,28.853,,,,,
135,06/27/10 05:00:00 AM,28.853,,,,,
136,06/27/10 06:00:00 AM,28.953,,,,,
137,06/27/10 07:00:00 AM,28.853,,,,,
138,06/27/10 08:00:00 AM,29.152,,,,,
139,06/27/10 09:00:00 AM,29.152,,,,,
140,06/27/10 10:00:00 AM,29.152,,,,,
141,06/27/10 11:00:00 AM,29.152,,,,,
142,06/27/10 12:00:00 PM,29.053,,,,,
143,06/27/10 01:00:00 PM,29.152,,,,,
144,06/27/10 02:00:00 PM,29.152,,,,,
145,06/27/10 03:00:00 PM,29.053,,,,,
146,06/27/10 04:00:00 PM,29.152,,,,,
147,06/27/10 05:00:00 PM,29.053,,,,,
148,06/27/10 05:59:02 PM,,Logged,Logged,,,
149,06/27/10 05:59:36 PM,,,,Logged,,
150,06/27/10 06:00:00 PM,25.222,,,,,
151,06/27/10 07:00:00 PM,29.053,,,,,
152,06/27/10 08:00:00 PM,29.053,,,,,
153,06/27/10 09:00:00 PM,28.953,,,,,
154,06/27/10 10:00:00 PM,28.853,,,,,
155,06/27/10 11:00:00 PM,28.953,,,,,
156,06/28/10 12:00:00 AM,28.853,,,,,
