"Plot Title: 1204743 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Detached()","Coupler Attached()","Host Connected()","Stopped()","End Of File()"
1,06/24/10 08:00:00 PM,25.453,Logged,,,,
2,06/24/10 09:00:00 PM,25.695,,,,,
3,06/24/10 10:00:00 PM,25.671,,,,,
4,06/24/10 11:00:00 PM,25.695,,,,,
5,06/25/10 12:00:00 AM,25.695,,,,,
6,06/25/10 01:00:00 AM,25.793,,,,,
7,06/25/10 02:00:00 AM,25.817,,,,,
8,06/25/10 03:00:00 AM,25.817,,,,,
9,06/25/10 04:00:00 AM,25.890,,,,,
10,06/25/10 05:00:00 AM,25.793,,,,,
11,06/25/10 06:00:00 AM,25.841,,,,,
12,06/25/10 07:00:00 AM,25.744,,,,,
13,06/25/10 08:00:00 AM,25.671,,,,,
14,06/25/10 09:00:00 AM,25.623,,,,,
15,06/25/10 10:00:00 AM,25.671,,,,,
16,06/25/10 11:00:00 AM,25.428,,,,,
17,06/25/10 12:00:00 PM,25.525,,,,,
18,06/25/10 01:00:00 PM,25.428,,,,,
19,06/25/10 02:00:00 PM,25.355,,,,,
20,06/25/10 03:00:00 PM,25.525,,,,,
21,06/25/10 04:00:00 PM,25.428,,,,,
22,06/25/10 05:00:00 PM,25.574,,,,,
23,06/25/10 06:00:00 PM,25.428,,,,,
24,06/25/10 07:00:00 PM,25.525,,,,,
25,06/25/10 08:00:00 PM,25.574,,,,,
26,06/25/10 09:00:00 PM,25.647,,,,,
27,06/25/10 10:00:00 PM,25.768,,,,,
28,06/25/10 11:00:00 PM,25.793,,,,,
29,06/26/10 12:00:00 AM,25.695,,,,,
30,06/26/10 01:00:00 AM,25.817,,,,,
31,06/26/10 02:00:00 AM,25.744,,,,,
32,06/26/10 03:00:00 AM,25.817,,,,,
33,06/26/10 04:00:00 AM,25.744,,,,,
34,06/26/10 05:00:00 AM,25.817,,,,,
35,06/26/10 06:00:00 AM,25.793,,,,,
36,06/26/10 07:00:00 AM,25.817,,,,,
37,06/26/10 08:00:00 AM,25.720,,,,,
38,06/26/10 09:00:00 AM,25.647,,,,,
39,06/26/10 10:00:00 AM,25.598,,,,,
40,06/26/10 11:00:00 AM,25.428,,,,,
41,06/26/10 12:00:00 PM,25.598,,,,,
42,06/26/10 01:00:00 PM,25.477,,,,,
43,06/26/10 02:00:00 PM,25.550,,,,,
44,06/26/10 03:00:00 PM,25.525,,,,,
45,06/26/10 04:00:00 PM,25.574,,,,,
46,06/26/10 05:00:00 PM,25.550,,,,,
47,06/26/10 06:00:00 PM,25.477,,,,,
48,06/26/10 07:00:00 PM,25.598,,,,,
49,06/26/10 08:00:00 PM,25.525,,,,,
50,06/26/10 09:00:00 PM,25.768,,,,,
51,06/26/10 10:00:00 PM,26.134,,,,,
52,06/26/10 11:00:00 PM,25.768,,,,,
53,06/27/10 12:00:00 AM,25.817,,,,,
54,06/27/10 01:00:00 AM,25.817,,,,,
55,06/27/10 02:00:00 AM,25.866,,,,,
56,06/27/10 03:00:00 AM,25.768,,,,,
57,06/27/10 04:00:00 AM,25.793,,,,,
58,06/27/10 05:00:00 AM,25.768,,,,,
59,06/27/10 06:00:00 AM,25.890,,,,,
60,06/27/10 07:00:00 AM,25.817,,,,,
61,06/27/10 08:00:00 AM,25.817,,,,,
62,06/27/10 09:00:00 AM,25.647,,,,,
63,06/27/10 10:00:00 AM,25.453,,,,,
64,06/27/10 11:00:00 AM,25.598,,,,,
65,06/27/10 12:00:00 PM,25.574,,,,,
66,06/27/10 01:00:00 PM,25.380,,,,,
67,06/27/10 02:00:00 PM,25.671,,,,,
68,06/27/10 03:00:00 PM,25.623,,,,,
69,06/27/10 04:00:00 PM,25.453,,,,,
70,06/27/10 05:00:00 PM,25.550,,,,,
71,06/27/10 06:00:00 PM,24.847,,,,,
72,06/27/10 06:06:07 PM,,,Logged,,,
73,06/27/10 06:06:10 PM,,,,Logged,,
74,06/27/10 06:07:20 PM,,Logged,,,,
75,06/27/10 07:00:00 PM,25.453,,,,,
76,06/27/10 08:00:00 PM,24.363,,,,,
77,06/27/10 09:00:00 PM,24.605,,,,,
78,06/27/10 10:00:00 PM,24.581,,,,,
79,06/27/10 11:00:00 PM,24.629,,,,,
80,06/28/10 12:00:00 AM,24.532,,,,,
81,06/28/10 01:00:00 AM,24.702,,,,,
82,06/28/10 02:00:00 AM,24.581,,,,,
83,06/28/10 03:00:00 AM,24.702,,,,,
84,06/28/10 04:00:00 AM,24.581,,,,,
85,06/28/10 05:00:00 AM,24.702,,,,,
86,06/28/10 06:00:00 AM,24.605,,,,,
87,06/28/10 07:00:00 AM,24.702,,,,,
88,06/28/10 08:00:00 AM,24.532,,,,,
89,06/28/10 09:00:00 AM,24.484,,,,,
90,06/28/10 10:00:00 AM,24.339,,,,,
91,06/28/10 11:00:00 AM,24.339,,,,,
92,06/28/10 12:00:00 PM,24.339,,,,,
93,06/28/10 01:00:00 PM,24.219,,,,,
94,06/28/10 02:00:00 PM,24.315,,,,,
95,06/28/10 03:00:00 PM,24.267,,,,,
96,06/28/10 04:00:00 PM,24.315,,,,,
97,06/28/10 05:00:00 PM,24.267,,,,,
98,06/28/10 06:00:00 PM,24.219,,,,,
99,06/28/10 07:00:00 PM,24.291,,,,,
100,06/28/10 08:00:00 PM,24.098,,,,,
101,06/28/10 09:00:00 PM,24.460,,,,,
102,06/28/10 10:00:00 PM,24.605,,,,,
103,06/28/10 11:00:00 PM,24.677,,,,,
104,06/29/10 12:00:00 AM,24.508,,,,,
105,06/29/10 01:00:00 AM,24.581,,,,,
106,06/29/10 02:00:00 AM,24.702,,,,,
107,06/29/10 03:00:00 AM,24.581,,,,,
108,06/29/10 04:00:00 AM,24.629,,,,,
109,06/29/10 05:00:00 AM,24.605,,,,,
110,06/29/10 06:00:00 AM,24.702,,,,,
111,06/29/10 07:00:00 AM,24.557,,,,,
112,06/29/10 08:00:00 AM,24.532,,,,,
113,06/29/10 09:00:00 AM,24.363,,,,,
114,06/29/10 10:00:00 AM,24.388,,,,,
115,06/29/10 11:00:00 AM,24.436,,,,,
116,06/29/10 12:00:00 PM,24.315,,,,,
117,06/29/10 01:00:00 PM,24.195,,,,,
118,06/29/10 02:00:00 PM,24.339,,,,,
119,06/29/10 03:00:00 PM,24.412,,,,,
120,06/29/10 04:00:00 PM,24.315,,,,,
121,06/29/10 05:00:00 PM,24.508,,,,,
122,06/29/10 06:00:00 PM,24.363,,,,,
123,06/29/10 07:00:00 PM,24.363,,,,,
124,06/29/10 08:00:00 PM,24.532,,,,,
125,06/29/10 09:00:00 PM,24.436,,,,,
126,06/29/10 10:00:00 PM,24.460,,,,,
127,06/29/10 11:00:00 PM,24.557,,,,,
128,06/30/10 12:00:00 AM,24.508,,,,,
129,06/30/10 01:00:00 AM,24.581,,,,,
130,06/30/10 02:00:00 AM,24.677,,,,,
131,06/30/10 03:00:00 AM,24.629,,,,,
132,06/30/10 04:00:00 AM,24.532,,,,,
133,06/30/10 05:00:00 AM,24.532,,,,,
134,06/30/10 06:00:00 AM,24.557,,,,,
135,06/30/10 07:00:00 AM,24.702,,,,,
136,06/30/10 08:00:00 AM,24.532,,,,,
137,06/30/10 09:00:00 AM,24.412,,,,,
138,06/30/10 10:00:00 AM,25.598,,,,,
139,06/30/10 11:00:00 AM,25.550,,,,,
140,06/30/10 12:00:00 PM,25.550,,,,,
141,06/30/10 01:00:00 PM,25.477,,,,,
142,06/30/10 02:00:00 PM,25.428,,,,,
143,06/30/10 03:00:00 PM,25.453,,,,,
144,06/30/10 04:00:00 PM,25.501,,,,,
145,06/30/10 05:00:00 PM,25.428,,,,,
