"Plot Title: 957339 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Attached()","Host Connected()","Coupler Detached()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,23.581,,,,,
2,06/21/10 06:00:00 PM,23.484,,,,,
3,06/21/10 07:00:00 PM,24.738,,,,,
4,06/21/10 08:00:00 PM,25.125,,,,,
5,06/21/10 09:00:00 PM,24.931,,,,,
6,06/21/10 10:00:00 PM,24.641,,,,,
7,06/21/10 11:00:00 PM,24.835,,,,,
8,06/22/10 12:00:00 AM,25.222,,,,,
9,06/22/10 01:00:00 AM,24.835,,,,,
10,06/22/10 02:00:00 AM,24.931,,,,,
11,06/22/10 03:00:00 AM,25.125,,,,,
12,06/22/10 04:00:00 AM,24.641,,,,,
13,06/22/10 05:00:00 AM,25.416,,,,,
14,06/22/10 06:00:00 AM,24.931,,,,,
15,06/22/10 07:00:00 AM,24.835,,,,,
16,06/22/10 08:00:00 AM,25.319,,,,,
17,06/22/10 09:00:00 AM,24.641,,,,,
18,06/22/10 10:00:00 AM,24.448,,,,,
19,06/22/10 11:00:00 AM,24.158,,,,,
20,06/22/10 12:00:00 PM,25.028,,,,,
21,06/22/10 01:00:00 PM,27.272,,,,,
22,06/22/10 02:00:00 PM,24.738,,,,,
23,06/22/10 03:00:00 PM,24.545,,,,,
24,06/22/10 04:00:00 PM,24.448,,,,,
25,06/22/10 05:00:00 PM,24.351,,,,,
26,06/22/10 06:00:00 PM,24.351,,,,,
27,06/22/10 07:00:00 PM,24.835,,,,,
28,06/22/10 08:00:00 PM,24.545,,,,,
29,06/22/10 09:00:00 PM,24.255,,,,,
30,06/22/10 10:00:00 PM,24.448,,,,,
31,06/22/10 11:00:00 PM,25.125,,,,,
32,06/23/10 12:00:00 AM,25.125,,,,,
33,06/23/10 01:00:00 AM,24.931,,,,,
34,06/23/10 02:00:00 AM,24.545,,,,,
35,06/23/10 03:00:00 AM,25.028,,,,,
36,06/23/10 04:00:00 AM,25.125,,,,,
37,06/23/10 05:00:00 AM,24.835,,,,,
38,06/23/10 06:00:00 AM,24.448,,,,,
39,06/23/10 07:00:00 AM,25.319,,,,,
40,06/23/10 08:00:00 AM,25.319,,,,,
41,06/23/10 09:00:00 AM,25.028,,,,,
42,06/23/10 10:00:00 AM,25.222,,,,,
43,06/23/10 11:00:00 AM,24.931,,,,,
44,06/23/10 12:00:00 PM,24.738,,,,,
45,06/23/10 01:00:00 PM,24.448,,,,,
46,06/23/10 02:00:00 PM,24.255,,,,,
47,06/23/10 03:00:00 PM,24.738,,,,,
48,06/23/10 04:00:00 PM,25.125,,,,,
49,06/23/10 05:00:00 PM,24.835,,,,,
50,06/23/10 06:00:00 PM,24.545,,,,,
51,06/23/10 07:00:00 PM,25.028,,,,,
52,06/23/10 08:00:00 PM,25.222,,,,,
53,06/23/10 09:00:00 PM,24.835,,,,,
54,06/23/10 10:00:00 PM,24.641,,,,,
55,06/23/10 11:00:00 PM,24.448,,,,,
56,06/24/10 12:00:00 AM,25.125,,,,,
57,06/24/10 01:00:00 AM,25.125,,,,,
58,06/24/10 02:00:00 AM,24.835,,,,,
59,06/24/10 03:00:00 AM,24.545,,,,,
60,06/24/10 04:00:00 AM,24.738,,,,,
61,06/24/10 05:00:00 AM,25.222,,,,,
62,06/24/10 06:00:00 AM,24.931,,,,,
63,06/24/10 07:00:00 AM,24.641,,,,,
64,06/24/10 08:00:00 AM,24.351,,,,,
65,06/24/10 09:00:00 AM,24.448,,,,,
66,06/24/10 10:00:00 AM,24.641,,,,,
67,06/24/10 11:00:00 AM,24.931,,,,,
68,06/24/10 12:00:00 PM,25.028,,,,,
69,06/24/10 01:00:00 PM,24.738,,,,,
70,06/24/10 02:00:00 PM,24.545,,,,,
71,06/24/10 03:00:00 PM,24.255,,,,,
72,06/24/10 04:00:00 PM,24.835,,,,,
73,06/24/10 05:00:00 PM,25.125,,,,,
74,06/24/10 06:00:00 PM,25.513,,,,,
75,06/24/10 06:21:47 PM,,Logged,Logged,,,
76,06/24/10 06:21:54 PM,,,,Logged,,
77,06/24/10 06:30:05 PM,,Logged,Logged,,,
78,06/24/10 06:30:56 PM,,,,Logged,,
79,06/24/10 07:00:00 PM,24.448,,,,,
80,06/24/10 08:00:00 PM,24.835,,,,,
81,06/24/10 09:00:00 PM,25.125,,,,,
82,06/24/10 10:00:00 PM,24.931,,,,,
83,06/24/10 11:00:00 PM,24.545,,,,,
84,06/25/10 12:00:00 AM,25.319,,,,,
85,06/25/10 01:00:00 AM,24.931,,,,,
86,06/25/10 02:00:00 AM,24.545,,,,,
87,06/25/10 03:00:00 AM,25.319,,,,,
88,06/25/10 04:00:00 AM,24.931,,,,,
89,06/25/10 05:00:00 AM,24.931,,,,,
90,06/25/10 06:00:00 AM,25.222,,,,,
91,06/25/10 07:00:00 AM,24.738,,,,,
92,06/25/10 08:00:00 AM,24.641,,,,,
93,06/25/10 09:00:00 AM,24.641,,,,,
94,06/25/10 10:00:00 AM,25.125,,,,,
95,06/25/10 11:00:00 AM,25.222,,,,,
96,06/25/10 12:00:00 PM,24.738,,,,,
97,06/25/10 01:00:00 PM,24.351,,,,,
98,06/25/10 02:00:00 PM,24.738,,,,,
99,06/25/10 03:00:00 PM,25.222,,,,,
100,06/25/10 04:00:00 PM,24.931,,,,,
101,06/25/10 05:00:00 PM,24.545,,,,,
102,06/25/10 06:00:00 PM,24.448,,,,,
103,06/25/10 07:00:00 PM,24.931,,,,,
104,06/25/10 08:00:00 PM,24.931,,,,,
105,06/25/10 09:00:00 PM,24.835,,,,,
106,06/25/10 10:00:00 PM,24.738,,,,,
107,06/25/10 11:00:00 PM,24.448,,,,,
108,06/26/10 12:00:00 AM,25.319,,,,,
109,06/26/10 01:00:00 AM,25.125,,,,,
110,06/26/10 02:00:00 AM,24.835,,,,,
111,06/26/10 03:00:00 AM,24.545,,,,,
112,06/26/10 04:00:00 AM,25.416,,,,,
113,06/26/10 05:00:00 AM,25.125,,,,,
114,06/26/10 06:00:00 AM,24.738,,,,,
115,06/26/10 07:00:00 AM,24.931,,,,,
116,06/26/10 08:00:00 AM,24.931,,,,,
117,06/26/10 09:00:00 AM,24.351,,,,,
118,06/26/10 10:00:00 AM,24.738,,,,,
119,06/26/10 11:00:00 AM,25.222,,,,,
120,06/26/10 12:00:00 PM,24.641,,,,,
121,06/26/10 01:00:00 PM,24.448,,,,,
122,06/26/10 02:00:00 PM,25.125,,,,,
123,06/26/10 03:00:00 PM,24.931,,,,,
124,06/26/10 04:00:00 PM,24.351,,,,,
125,06/26/10 05:00:00 PM,24.738,,,,,
126,06/26/10 06:00:00 PM,25.319,,,,,
127,06/26/10 07:00:00 PM,24.738,,,,,
128,06/26/10 08:00:00 PM,24.351,,,,,
129,06/26/10 09:00:00 PM,25.319,,,,,
130,06/26/10 10:00:00 PM,25.125,,,,,
131,06/26/10 11:00:00 PM,24.641,,,,,
132,06/27/10 12:00:00 AM,25.416,,,,,
133,06/27/10 01:00:00 AM,25.125,,,,,
134,06/27/10 02:00:00 AM,24.641,,,,,
135,06/27/10 03:00:00 AM,25.319,,,,,
136,06/27/10 04:00:00 AM,24.835,,,,,
137,06/27/10 05:00:00 AM,25.416,,,,,
138,06/27/10 06:00:00 AM,24.931,,,,,
139,06/27/10 07:00:00 AM,25.513,,,,,
140,06/27/10 08:00:00 AM,25.513,,,,,
141,06/27/10 09:00:00 AM,25.125,,,,,
142,06/27/10 10:00:00 AM,24.641,,,,,
143,06/27/10 11:00:00 AM,24.545,,,,,
144,06/27/10 12:00:00 PM,24.931,,,,,
145,06/27/10 01:00:00 PM,25.416,,,,,
146,06/27/10 02:00:00 PM,25.125,,,,,
147,06/27/10 03:00:00 PM,24.641,,,,,
148,06/27/10 04:00:00 PM,24.545,,,,,
149,06/27/10 05:00:00 PM,24.931,,,,,
150,06/27/10 06:00:00 PM,24.641,,,,,
151,06/27/10 06:01:56 PM,,Logged,Logged,,,
152,06/27/10 06:02:48 PM,,,,Logged,,
153,06/27/10 07:00:00 PM,25.125,,,,,
154,06/27/10 08:00:00 PM,24.641,,,,,
155,06/27/10 09:00:00 PM,24.641,,,,,
156,06/27/10 10:00:00 PM,25.319,,,,,
157,06/27/10 11:00:00 PM,24.931,,,,,
158,06/28/10 12:00:00 AM,24.641,,,,,
159,06/28/10 01:00:00 AM,25.319,,,,,
160,06/28/10 02:00:00 AM,24.835,,,,,
161,06/28/10 03:00:00 AM,25.513,,,,,
162,06/28/10 04:00:00 AM,24.931,,,,,
163,06/28/10 05:00:00 AM,25.222,,,,,
164,06/28/10 06:00:00 AM,25.222,,,,,
165,06/28/10 07:00:00 AM,24.641,,,,,
166,06/28/10 08:00:00 AM,25.222,,,,,
167,06/28/10 09:00:00 AM,24.545,,,,,
168,06/28/10 10:00:00 AM,24.738,,,,,
169,06/28/10 11:00:00 AM,25.125,,,,,
170,06/28/10 12:00:00 PM,25.222,,,,,
171,06/28/10 01:00:00 PM,24.738,,,,,
172,06/28/10 02:00:00 PM,24.641,,,,,
173,06/28/10 03:00:00 PM,25.125,,,,,
174,06/28/10 04:00:00 PM,25.319,,,,,
175,06/28/10 05:00:00 PM,24.738,,,,,
176,06/28/10 06:00:00 PM,24.641,,,,,
177,06/28/10 07:00:00 PM,25.222,,,,,
178,06/28/10 08:00:00 PM,25.513,,,,,
179,06/28/10 09:00:00 PM,25.222,,,,,
180,06/28/10 10:00:00 PM,24.931,,,,,
181,06/28/10 11:00:00 PM,24.641,,,,,
182,06/29/10 12:00:00 AM,25.416,,,,,
183,06/29/10 01:00:00 AM,24.931,,,,,
184,06/29/10 02:00:00 AM,24.738,,,,,
185,06/29/10 03:00:00 AM,25.319,,,,,
186,06/29/10 04:00:00 AM,24.835,,,,,
187,06/29/10 05:00:00 AM,25.513,,,,,
188,06/29/10 06:00:00 AM,25.125,,,,,
189,06/29/10 07:00:00 AM,24.641,,,,,
190,06/29/10 08:00:00 AM,24.931,,,,,
191,06/29/10 09:00:00 AM,24.641,,,,,
192,06/29/10 10:00:00 AM,24.931,,,,,
193,06/29/10 11:00:00 AM,25.222,,,,,
194,06/29/10 12:00:00 PM,24.641,,,,,
195,06/29/10 01:00:00 PM,24.738,,,,,
196,06/29/10 02:00:00 PM,25.319,,,,,
197,06/29/10 03:00:00 PM,24.835,,,,,
198,06/29/10 04:00:00 PM,24.641,,,,,
199,06/29/10 05:00:00 PM,25.222,,,,,
200,06/29/10 06:00:00 PM,24.835,,,,,
201,06/29/10 07:00:00 PM,24.545,,,,,
202,06/29/10 08:00:00 PM,24.545,,,,,
203,06/29/10 09:00:00 PM,24.931,,,,,
204,06/29/10 10:00:00 PM,25.319,,,,,
205,06/29/10 11:00:00 PM,24.931,,,,,
206,06/30/10 12:00:00 AM,25.416,,,,,
207,06/30/10 01:00:00 AM,25.222,,,,,
208,06/30/10 02:00:00 AM,24.738,,,,,
209,06/30/10 03:00:00 AM,25.416,,,,,
210,06/30/10 04:00:00 AM,24.931,,,,,
211,06/30/10 05:00:00 AM,24.835,,,,,
212,06/30/10 06:00:00 AM,25.319,,,,,
213,06/30/10 07:00:00 AM,24.835,,,,,
214,06/30/10 08:00:00 AM,24.931,,,,,
215,06/30/10 09:00:00 AM,24.545,,,,,
216,06/30/10 10:00:00 AM,25.125,,,,,
217,06/30/10 11:00:00 AM,25.319,,,,,
218,06/30/10 12:00:00 PM,24.738,,,,,
219,06/30/10 01:00:00 PM,24.545,,,,,
220,06/30/10 02:00:00 PM,25.125,,,,,
221,06/30/10 03:00:00 PM,25.222,,,,,
222,06/30/10 04:00:00 PM,24.641,,,,,
223,06/30/10 05:00:00 PM,24.738,,,,,
224,06/30/10 06:00:00 PM,25.222,,,,,
225,06/30/10 07:00:00 PM,25.125,,,,,
226,06/30/10 08:00:00 PM,24.931,,,,,
227,06/30/10 09:00:00 PM,25.222,,,,,
228,06/30/10 10:00:00 PM,25.805,,,,,
229,06/30/10 11:00:00 PM,25.125,,,,,
230,07/01/10 12:00:00 AM,24.738,,,,,
231,07/01/10 01:00:00 AM,25.319,,,,,
232,07/01/10 02:00:00 AM,25.222,,,,,
233,07/01/10 03:00:00 AM,24.738,,,,,
234,07/01/10 04:00:00 AM,25.319,,,,,
235,07/01/10 05:00:00 AM,25.222,,,,,
236,07/01/10 06:00:00 AM,24.835,,,,,
237,07/01/10 07:00:00 AM,25.513,,,,,
238,07/01/10 08:00:00 AM,25.319,,,,,
239,07/01/10 09:00:00 AM,24.738,,,,,
240,07/01/10 10:00:00 AM,24.738,,,,,
241,07/01/10 11:00:00 AM,25.319,,,,,
242,07/01/10 12:00:00 PM,24.931,,,,,
243,07/01/10 01:00:00 PM,24.448,,,,,
244,07/01/10 02:00:00 PM,24.931,,,,,
245,07/01/10 03:00:00 PM,25.319,,,,,
246,07/01/10 04:00:00 PM,24.738,,,,,
247,07/01/10 05:00:00 PM,24.545,,,,,
248,07/01/10 06:00:00 PM,25.125,,,,,
249,07/01/10 07:00:00 PM,25.125,,,,,
250,07/01/10 08:00:00 PM,26.000,,,,,
251,07/01/10 09:00:00 PM,24.931,,,,,
252,07/01/10 10:00:00 PM,24.931,,,,,
253,07/01/10 11:00:00 PM,24.641,,,,,
254,07/02/10 12:00:00 AM,24.835,,,,,
255,07/02/10 01:00:00 AM,25.319,,,,,
256,07/02/10 02:00:00 AM,25.125,,,,,
257,07/02/10 03:00:00 AM,24.835,,,,,
258,07/02/10 04:00:00 AM,24.545,,,,,
259,07/02/10 05:00:00 AM,25.319,,,,,
260,07/02/10 06:00:00 AM,25.319,,,,,
261,07/02/10 07:00:00 AM,24.931,,,,,
262,07/02/10 08:00:00 AM,24.931,,,,,
263,07/02/10 09:00:00 AM,25.319,,,,,
264,07/02/10 10:00:00 AM,24.931,,,,,
265,07/02/10 11:00:00 AM,24.351,,,,,
266,07/02/10 12:00:00 PM,24.931,,,,,
267,07/02/10 01:00:00 PM,25.125,,,,,
268,07/02/10 02:00:00 PM,24.641,,,,,
269,07/02/10 03:00:00 PM,24.641,,,,,
270,07/02/10 04:00:00 PM,25.222,,,,,
271,07/02/10 05:00:00 PM,24.931,,,,,
272,07/02/10 06:00:00 PM,24.448,,,,,
273,07/02/10 07:00:00 PM,24.931,,,,,
274,07/02/10 08:00:00 PM,24.931,,,,,
275,07/02/10 09:00:00 PM,24.931,,,,,
276,07/02/10 10:00:00 PM,24.835,,,,,
277,07/02/10 11:00:00 PM,24.738,,,,,
278,07/03/10 12:00:00 AM,24.545,,,,,
279,07/03/10 01:00:00 AM,25.319,,,,,
280,07/03/10 02:00:00 AM,25.319,,,,,
281,07/03/10 03:00:00 AM,24.931,,,,,
282,07/03/10 04:00:00 AM,24.738,,,,,
283,07/03/10 05:00:00 AM,24.545,,,,,
284,07/03/10 06:00:00 AM,25.416,,,,,
285,07/03/10 07:00:00 AM,25.222,,,,,
286,07/03/10 08:00:00 AM,25.416,,,,,
287,07/03/10 09:00:00 AM,24.931,,,,,
288,07/03/10 10:00:00 AM,24.351,,,,,
289,07/03/10 11:00:00 AM,24.931,,,,,
290,07/03/10 12:00:00 PM,25.222,,,,,
291,07/03/10 01:00:00 PM,24.738,,,,,
292,07/03/10 02:00:00 PM,24.545,,,,,
293,07/03/10 03:00:00 PM,25.222,,,,,
294,07/03/10 04:00:00 PM,24.931,,,,,
295,07/03/10 05:00:00 PM,24.448,,,,,
296,07/03/10 06:00:00 PM,24.931,,,,,
297,07/03/10 07:00:00 PM,25.222,,,,,
298,07/03/10 08:00:00 PM,24.835,,,,,
299,07/03/10 09:00:00 PM,24.641,,,,,
300,07/03/10 10:00:00 PM,20.710,,,,,
301,07/03/10 10:14:40 PM,,,Logged,,,
302,07/03/10 10:14:41 PM,,Logged,,,,
303,07/03/10 10:14:49 PM,,,,,Logged,Logged
