"Plot Title: 957336 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Attached()","Host Connected()","Coupler Detached()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,23.484,,,,,
2,06/21/10 06:00:00 PM,23.773,,,,,
3,06/21/10 07:00:00 PM,24.835,,,,,
4,06/21/10 08:00:00 PM,28.655,,,,,
5,06/21/10 09:00:00 PM,28.555,,,,,
6,06/21/10 10:00:00 PM,28.655,,,,,
7,06/21/10 11:00:00 PM,28.555,,,,,
8,06/22/10 12:00:00 AM,28.555,,,,,
9,06/22/10 01:00:00 AM,28.655,,,,,
10,06/22/10 02:00:00 AM,28.555,,,,,
11,06/22/10 03:00:00 AM,28.754,,,,,
12,06/22/10 04:00:00 AM,28.555,,,,,
13,06/22/10 05:00:00 AM,28.655,,,,,
14,06/22/10 06:00:00 AM,28.655,,,,,
15,06/22/10 07:00:00 AM,28.754,,,,,
16,06/22/10 08:00:00 AM,28.754,,,,,
17,06/22/10 09:00:00 AM,28.953,,,,,
18,06/22/10 10:00:00 AM,28.754,,,,,
19,06/22/10 11:00:00 AM,28.853,,,,,
20,06/22/10 12:00:00 PM,29.352,,,,,
21,06/22/10 01:00:00 PM,30.558,,,,,
22,06/22/10 02:00:00 PM,28.953,,,,,
23,06/22/10 03:00:00 PM,28.853,,,,,
24,06/22/10 04:00:00 PM,28.953,,,,,
25,06/22/10 05:00:00 PM,28.953,,,,,
26,06/22/10 06:00:00 PM,28.953,,,,,
27,06/22/10 07:00:00 PM,28.953,,,,,
28,06/22/10 08:00:00 PM,28.953,,,,,
29,06/22/10 09:00:00 PM,28.953,,,,,
30,06/22/10 10:00:00 PM,28.853,,,,,
31,06/22/10 11:00:00 PM,28.754,,,,,
32,06/23/10 12:00:00 AM,28.853,,,,,
33,06/23/10 01:00:00 AM,28.953,,,,,
34,06/23/10 02:00:00 AM,28.853,,,,,
35,06/23/10 03:00:00 AM,28.853,,,,,
36,06/23/10 04:00:00 AM,28.853,,,,,
37,06/23/10 05:00:00 AM,28.853,,,,,
38,06/23/10 06:00:00 AM,28.853,,,,,
39,06/23/10 07:00:00 AM,28.853,,,,,
40,06/23/10 08:00:00 AM,28.953,,,,,
41,06/23/10 09:00:00 AM,29.053,,,,,
42,06/23/10 10:00:00 AM,28.953,,,,,
43,06/23/10 11:00:00 AM,28.853,,,,,
44,06/23/10 12:00:00 PM,28.953,,,,,
45,06/23/10 01:00:00 PM,28.953,,,,,
