"Plot Title: 941245 "
"#","Time, GMT+08:00","Temp, ¡C()","Coupler Attached()","Host Connected()","Coupler Detached()","Stopped()","End Of File()"
1,06/21/10 05:00:00 PM,23.869,,,,,
2,06/21/10 06:00:00 PM,23.773,,,,,
3,06/21/10 07:00:00 PM,24.738,,,,,
4,06/21/10 08:00:00 PM,28.853,,,,,
5,06/21/10 09:00:00 PM,28.555,,,,,
6,06/21/10 10:00:00 PM,28.258,,,,,
7,06/21/10 11:00:00 PM,27.961,,,,,
8,06/22/10 12:00:00 AM,28.060,,,,,
9,06/22/10 01:00:00 AM,28.159,,,,,
10,06/22/10 02:00:00 AM,28.159,,,,,
11,06/22/10 03:00:00 AM,28.159,,,,,
12,06/22/10 04:00:00 AM,28.060,,,,,
13,06/22/10 05:00:00 AM,28.060,,,,,
14,06/22/10 06:00:00 AM,28.060,,,,,
15,06/22/10 07:00:00 AM,27.961,,,,,
16,06/22/10 08:00:00 AM,28.357,,,,,
17,06/22/10 09:00:00 AM,28.953,,,,,
18,06/22/10 10:00:00 AM,29.452,,,,,
19,06/22/10 11:00:00 AM,28.456,,,,,
20,06/22/10 12:00:00 PM,28.853,,,,,
21,06/22/10 01:00:00 PM,29.652,,,,,
22,06/22/10 02:00:00 PM,28.456,,,,,
23,06/22/10 03:00:00 PM,28.357,,,,,
24,06/22/10 04:00:00 PM,28.456,,,,,
25,06/22/10 05:00:00 PM,28.456,,,,,
26,06/22/10 06:00:00 PM,28.456,,,,,
27,06/22/10 07:00:00 PM,28.456,,,,,
28,06/22/10 08:00:00 PM,28.456,,,,,
29,06/22/10 09:00:00 PM,28.754,,,,,
30,06/22/10 10:00:00 PM,28.655,,,,,
31,06/22/10 11:00:00 PM,28.456,,,,,
32,06/23/10 12:00:00 AM,28.555,,,,,
33,06/23/10 01:00:00 AM,28.357,,,,,
34,06/23/10 02:00:00 AM,28.357,,,,,
35,06/23/10 03:00:00 AM,28.357,,,,,
36,06/23/10 04:00:00 AM,28.357,,,,,
37,06/23/10 05:00:00 AM,28.456,,,,,
38,06/23/10 06:00:00 AM,28.456,,,,,
39,06/23/10 07:00:00 AM,28.456,,,,,
40,06/23/10 08:00:00 AM,28.853,,,,,
41,06/23/10 09:00:00 AM,29.053,,,,,
42,06/23/10 10:00:00 AM,29.552,,,,,
43,06/23/10 11:00:00 AM,28.456,,,,,
44,06/23/10 12:00:00 PM,28.357,,,,,
45,06/23/10 01:00:00 PM,28.555,,,,,
46,06/23/10 02:00:00 PM,28.953,,,,,
47,06/23/10 03:00:00 PM,29.053,,,,,
48,06/23/10 04:00:00 PM,28.853,,,,,
49,06/23/10 05:00:00 PM,29.053,,,,,
50,06/23/10 06:00:00 PM,29.252,,,,,
51,06/23/10 07:00:00 PM,28.953,,,,,
52,06/23/10 08:00:00 PM,28.655,,,,,
53,06/23/10 09:00:00 PM,28.953,,,,,
54,06/23/10 10:00:00 PM,28.953,,,,,
55,06/23/10 11:00:00 PM,28.853,,,,,
56,06/24/10 12:00:00 AM,28.853,,,,,
57,06/24/10 01:00:00 AM,28.754,,,,,
58,06/24/10 02:00:00 AM,28.655,,,,,
59,06/24/10 03:00:00 AM,28.655,,,,,
60,06/24/10 04:00:00 AM,28.555,,,,,
61,06/24/10 05:00:00 AM,28.555,,,,,
62,06/24/10 06:00:00 AM,28.555,,,,,
63,06/24/10 07:00:00 AM,28.456,,,,,
64,06/24/10 08:00:00 AM,28.953,,,,,
65,06/24/10 09:00:00 AM,29.552,,,,,
66,06/24/10 10:00:00 AM,28.555,,,,,
67,06/24/10 11:00:00 AM,28.357,,,,,
68,06/24/10 12:00:00 PM,28.555,,,,,
69,06/24/10 01:00:00 PM,28.357,,,,,
70,06/24/10 02:00:00 PM,28.953,,,,,
71,06/24/10 03:00:00 PM,28.853,,,,,
72,06/24/10 04:00:00 PM,29.252,,,,,
73,06/24/10 05:00:00 PM,29.252,,,,,
74,06/24/10 06:00:00 PM,28.555,,,,,
75,06/24/10 06:30:54 PM,,Logged,,,,
76,06/24/10 06:30:55 PM,,,Logged,,,
77,06/24/10 06:31:09 PM,,,Logged,,,
78,06/24/10 06:31:12 PM,,,,Logged,,
79,06/24/10 06:31:23 PM,,Logged,Logged,,,
80,06/24/10 06:32:52 PM,,,,Logged,,
81,06/24/10 07:00:00 PM,28.953,,,,,
82,06/24/10 08:00:00 PM,28.754,,,,,
83,06/24/10 09:00:00 PM,28.754,,,,,
84,06/24/10 10:00:00 PM,28.655,,,,,
85,06/24/10 11:00:00 PM,28.555,,,,,
86,06/25/10 12:00:00 AM,28.456,,,,,
87,06/25/10 01:00:00 AM,28.456,,,,,
88,06/25/10 02:00:00 AM,28.555,,,,,
89,06/25/10 03:00:00 AM,28.555,,,,,
90,06/25/10 04:00:00 AM,28.456,,,,,
91,06/25/10 05:00:00 AM,28.655,,,,,
92,06/25/10 06:00:00 AM,28.456,,,,,
93,06/25/10 07:00:00 AM,28.655,,,,,
94,06/25/10 08:00:00 AM,29.053,,,,,
